study,cancer_type,protein,transcript,expression
GTEX,GTEX Salivary Gland,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -6.04, ""whislo"": -9.966, ""whishi"": -1.639, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Salivary Gland,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -3.047, ""q1"": -4.293, ""q3"": -1.6400000000000001, ""whislo"": -5.574, ""whishi"": 0.9191, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Salivary Gland,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.315], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Salivary Gland,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.9255, ""whislo"": -9.966, ""whishi"": -0.0277, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Skin,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.608, -5.574, -4.293, -4.608, -4.608, -4.293, -2.315, -4.608, -4.293, -4.035, -3.458, -2.178, -2.388, -3.308, -4.293, -5.012, -4.035, -4.608, -4.035, -3.626, -4.608, -4.293, -3.458, -3.626, -4.608, -2.932, -4.293, -4.608, -4.608, -2.932, -3.458, -4.035, -4.035, -5.012, -3.626, -3.047, -4.608, -4.035, -4.293, -3.458, -3.816, -6.506, -5.012, -5.574, -5.012, -3.308, -6.506, -4.608, -4.293, -4.035, -3.171, -3.458, -3.047, -3.816, -4.293, -6.506, -3.047, -4.035, -3.171, -3.816, -3.816, -4.608, -4.293, -5.574, -4.035, -6.506, -4.608, -4.608, -6.506, -2.826, -4.608, -3.171, -3.816, -2.466, -3.047, -2.727, -4.608, -3.626, -3.816, -2.727, -6.506, -5.574, -2.053, -3.308, -2.826, -4.608, -4.293, -4.293, -2.548, -4.608, -1.639, -4.035, -4.293, -2.826, -5.574, -4.608, -4.035, -4.293, -3.816, -5.012, -5.012, -6.506, -4.608, -4.293, -4.608, -6.506, -5.012, -4.608, -3.458, -4.293, -5.574, -4.035, -4.608, -4.293, -5.012, -4.608, -2.932, -3.816, -3.171, -6.506, -3.816, -2.727, -4.035, -4.293, -4.608, -4.608, -4.293, -2.178, -3.171, -2.932], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Skin,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.293, -2.466, -3.458, -3.047, -4.035, -1.51, -2.315, -4.608, -3.171, -3.458, -5.012, -2.826, -3.816, -3.047, -3.626, -3.047, -2.635, -5.012, -3.816, -4.293, -1.392, -2.932, -4.608, -3.626, -5.012, -3.626, -3.171, -3.816, -2.466, -2.548, -5.574, -4.608, -3.171, -1.994, -5.012, -0.8863, -4.293, -2.826, -2.548, -4.293, -2.178, -4.608, -3.308, -4.293, -3.308, -5.574, -4.035, -4.293, -3.308, -5.012, -2.826, -3.626, -3.626, -4.293, -3.816, -3.047, -2.548, -3.171, -3.816, -1.781, -2.932, -3.626, -2.826, -3.626, -4.035, -4.293, -3.308, -3.816, -3.308, -5.012, -1.51, -3.308, -2.826, -4.293, -1.938, -2.635, -1.318, -3.047, -2.388, -1.831, -2.315, -3.308, -3.308, -6.506, -5.012, -1.994, -3.458, -6.506, -5.574, -4.293, -3.458, -2.388, -3.047, -5.012, -5.574, -4.608, -2.178, -3.308, -2.932, -4.035, -2.548, -1.355, -4.035, -3.171, -1.595, -3.308, -3.816, -3.171, -4.293, -4.035, -3.458, -3.171, -4.035, -3.458, -4.608, -5.012, -3.047, -4.293, -5.574, -3.171, -3.458, -5.012, -2.178], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Skin,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -4.293, -3.308, -5.012, -3.047, -5.012, -2.932, -2.466, -3.626, -0.8863, -3.816, -4.608, -2.727, -2.114, -3.047, -1.884, -3.458, -2.315, -5.574, -3.626, -4.293, -3.047, -2.727], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Skin,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -6.506, ""whislo"": -9.966, ""whishi"": -1.639, ""fliers"": [-1.149, -1.248], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Skin,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -5.574, ""q1"": -9.966, ""q3"": -3.816, ""whislo"": -9.966, ""whishi"": 0.1257, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Skin,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.781, -3.308, -2.826, -3.308, -2.727, -2.932, -3.458, -3.047], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Skin,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.727, -2.388, -4.035, -3.816, -1.355, -2.727, -3.816, -6.506, -2.315, -2.635, -1.431, -4.608, -3.047, -1.938, -0.5543, -3.171, -2.114, -2.635, -3.308, -3.816, -4.293, -2.178, -2.932, -2.114, -5.012, -4.035, -3.816, -3.047, -1.732, -1.994, -2.466, -5.574, -2.388, -3.171, -1.318, -2.178, -3.047, -4.293, -1.392, -2.932, -2.466, -1.47, -3.458, -6.506, -6.506, -5.574, -1.595, -4.293, -5.012, -2.635, -3.047, -4.608, -5.574, -2.826, -4.608, -1.831, -5.574, -4.035, -1.392, -2.315, -1.214, -4.035, -2.245, -1.994, -2.388, -1.781, -1.938, -6.506, -4.035, -6.506, -3.458, -3.816, -2.826, -1.781, -3.626, -1.831, -1.685, -6.506, -3.047, -3.458, -3.047, -3.308, -2.826, -1.595, -3.308, -5.574, -3.308, -4.608, -3.308, -5.574, -1.685, -2.388, -3.047], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Small Intestine,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.178, ""whislo"": -9.966, ""whishi"": 1.305, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Small Intestine,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": 2.2715, ""q1"": -1.324, ""q3"": 5.63775, ""whislo"": -9.966, ""whishi"": 8.648, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Small Intestine,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": 0.1383, ""q1"": -9.966, ""q3"": 3.7015, ""whislo"": -9.966, ""whishi"": 6.566, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Small Intestine,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.932, -4.293, -0.4921, -3.816, -3.816, -6.506, -1.938, -5.574, -3.626, -4.293, -3.308, -1.884, -4.035, -1.318, -1.214, -0.6193], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Small Intestine,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": 2.9909999999999997, ""q1"": -0.30667500000000003, ""q3"": 6.1472500000000005, ""whislo"": -9.966, ""whishi"": 8.808, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Small Intestine,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -0.559825, ""whislo"": -9.966, ""whishi"": 1.576, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Small Intestine,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": 0.47975, ""q1"": -9.966, ""q3"": 3.89675, ""whislo"": -9.966, ""whishi"": 6.713, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Spleen,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -0.8469, ""q1"": -2.2625, ""q3"": 0.19195, ""whislo"": -2.315, ""whishi"": 2.736, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Spleen,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": 6.0645, ""q1"": 5.48925, ""q3"": 6.571, ""whislo"": 4.118, ""whishi"": 8.064, ""fliers"": [3.866, 0.0718, 2.576, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Spleen,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": 4.01, ""q1"": 3.18625, ""q3"": 4.4805, ""whislo"": 1.888, ""whishi"": 5.973, ""fliers"": [0.0718, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Spleen,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.171, -2.245, -2.466, -0.5332, -2.245, -1.392, -2.053, -2.548, -5.012, -1.884, -0.5756, -1.639, -3.458, -2.932, -0.3201, -3.626], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Spleen,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": 6.577, ""q1"": 6.06975, ""q3"": 7.1697500000000005, ""whislo"": 4.551, ""whishi"": 8.538, ""fliers"": [2.834, 3.934, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Spleen,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -1.4115, ""q1"": -2.635, ""q3"": -0.399925, ""whislo"": -3.171, ""whishi"": 1.884, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Spleen,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": 3.309, ""q1"": 2.4185, ""q3"": 4.1545000000000005, ""whislo"": 0.4016, ""whishi"": 6.13, ""fliers"": [-9.966, -9.966, -0.9971, -0.5756], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Stomach,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.685, -2.932, -2.727, -5.012, -4.293, -2.315, -5.012, -3.816, -3.816, -4.608, -3.626, -2.388, -2.727, -3.626, -2.388, -4.035, -2.315, -4.608, -4.608, -1.47, -4.293, -3.047, -3.816, -2.826, -4.608, -4.293, -2.466, -2.635, -4.608, -3.171, -2.635, -4.608], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Stomach,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -4.608, ""q1"": -9.966, ""q3"": -1.29, ""whislo"": -9.966, ""whishi"": 3.128, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Stomach,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.315, -0.0425, -2.826, -1.086, -0.9971, 0.2522, -0.7346, -0.9686, -3.308, -0.0877, -1.639, 2.609, -2.466, -3.816, 0.7999, -4.608, -1.181, -3.816, 1.008, -1.51, -2.245, -3.458, -1.781, -4.293, -4.608, -0.0425, -2.548, -1.732, 0.5069, 0.688, -0.0425, -1.318, -2.114, -1.938, -3.458, -0.8863, -1.283, -0.394], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Stomach,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.548, -3.308, -5.574, -4.608, -2.635, -6.506, -3.171, -2.245, -3.308, -2.315, -3.816, -5.574, -6.506, -4.608, -6.506, -6.506, -1.283, -6.506, -4.608, -4.293, -4.608, -4.293, -4.293, -6.506, -5.012, -4.608, -5.574, -3.308, -5.012, -1.47, -2.635, -5.574, -6.506, -6.506, -5.012, -6.506, -4.293, -1.639, -5.574, -3.308], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Stomach,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.548, ""q1"": -4.293, ""q3"": -0.6083000000000001, ""whislo"": -6.506, ""whishi"": 4.094, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Stomach,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -3.171, -2.635, -2.727, -3.458, -1.994], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Stomach,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.9895, ""whislo"": -9.966, ""whishi"": 1.252, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Testis,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -3.171, -1.781, -3.458, -3.171, -2.245, -2.548, -5.012, -2.932, -2.245, -3.458, -1.552, -3.626, -1.781], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Testis,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -1.639, ""q1"": -2.826, ""q3"": -1.117, ""whislo"": -4.035, ""whishi"": 1.252, ""fliers"": [-9.966, -5.574, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Testis,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.047, -2.932, -1.781, -2.548, -1.51, -5.012, -3.171, -1.938, -1.214, -2.466, -5.012, -1.51, -4.293, -2.466, -2.932], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Testis,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -5.574, ""whislo"": -9.966, ""whishi"": -1.149, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Testis,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.466, ""q1"": -4.293, ""q3"": -1.639, ""whislo"": -6.506, ""whishi"": -0.2498, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Testis,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.826, ""whislo"": -9.966, ""whishi"": -0.8084, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Testis,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -2.053, ""q1"": -9.966, ""q3"": -1.026, ""whislo"": -9.966, ""whishi"": 0.9115, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Thyroid,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.81, ""whislo"": -9.966, ""whishi"": 1.177, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Thyroid,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -3.816, ""q1"": -9.966, ""q3"": -1.51, ""whislo"": -9.966, ""whishi"": 6.446, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Thyroid,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.315, -2.388, 2.483, -0.6873, 3.859, 0.9419, 2.417, 1.6, -1.639, -3.816, -0.2498, 5.149, -3.458, -2.053, -0.9686, -1.639, -4.293, -3.047, -0.9132, -1.552, -1.781, -1.026, 0.0158, -0.3752, -0.5756, -3.308, -0.5125, -4.293, -0.3201, 0.5271, -4.035, -2.635, -2.053, 3.149, -1.732, -1.938, 1.439, 4.47, -0.6643, -2.315, -0.8599, -1.149, -2.932, 2.919, 0.9935, -2.635, -3.626, -2.114, 3.106, 3.837, 1.993, -1.595, -2.466, -1.51, 2.609, 3.867, 0.9493, -3.171, -1.117, 1.171, -3.047, -0.2498], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Thyroid,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.608, -3.308, -3.171, -5.574, -2.053, -0.7834, -1.685, -1.831, -2.932, -3.171, -4.035, -4.608, -1.214, 0.8883, -5.574, -3.047, -6.506, -0.9971, -5.012, -4.608, -2.826, -3.626, -3.047, 2.161, -2.932, -3.308, -5.574, -3.047, -4.035, -2.178, -4.293, -3.816, -6.506, -2.053, -3.626, -2.053, -2.466, -4.293, -6.506, -3.171, -2.635, -2.932, -1.884, -1.732, -4.608, -5.574, -1.884, -4.293, -3.458, -2.727, -2.245, -4.608, -4.035, -2.548, -4.035, -1.884, -0.9686, -1.994, -0.7346, -1.51, -3.458, -1.214, -3.626, -5.574], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Thyroid,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.053, ""q1"": -3.308, ""q3"": -0.8599, ""whislo"": -6.506, ""whishi"": 2.649, ""fliers"": [2.868, -9.966, -9.966, -9.966, 3.362, -9.966, -9.966, 6.039, 5.324, -9.966, -9.966, 5.612, -9.966, -9.966, -9.966, 5.353, -9.966, -9.966, -9.966, 3.363, -9.966, -9.966, -9.966, -9.966, 3.586, -9.966, -9.966, 3.675, -9.966, 3.062, -9.966, 5.372, 5.761, -9.966, 6.752, 4.091, -9.966, 4.418, 5.304, -9.966, 3.081, -9.966, 7.089, 4.352], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Thyroid,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.245, -1.248, -0.013, -2.178, -3.308, -1.214, -2.635, -2.548, 0.2762, -2.178, -2.466, -2.727, -2.727, -0.3022, -1.214], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Thyroid,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.879, ""whislo"": -9.966, ""whishi"": 4.976, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Uterus,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.047, -3.458, -2.635, -3.816, -4.035, -5.012, -4.608, -4.035, -3.047, -2.466, -2.053, -3.626, -3.047, -4.608, -3.458, -4.035, -5.012, -3.308], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Uterus,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.035, ""whislo"": -9.966, ""whishi"": -0.6193, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Uterus,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.293, -2.826, -1.355, -4.293, -1.086], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Uterus,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -7.371, ""whislo"": -9.966, ""whishi"": -3.816, ""fliers"": [-2.114, -3.458, -3.308, -2.727, -2.548, -2.635, -3.047, -3.171, -1.552, -2.388], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Uterus,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -3.109, ""q1"": -5.012, ""q3"": -2.245, ""whislo"": -5.574, ""whishi"": -0.3752, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Uterus,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Uterus,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.458, -2.178, -4.035, -1.056, -6.506, -4.608, -3.047, -5.574, -1.781, -0.9971, -1.056, -2.388], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Vagina,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -5.012, ""whislo"": -9.966, ""whishi"": -1.732, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Vagina,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.388, ""whislo"": -9.966, ""whishi"": 3.203, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Vagina,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [0.03, -0.7834, -2.388, -0.1665, 0.0718, -0.2159, -2.727, -2.114, -2.114, -3.626], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Vagina,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -5.012, ""whislo"": -9.966, ""whishi"": -1.994, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Vagina,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.826, ""q1"": -5.012, ""q3"": -1.392, ""whislo"": -9.966, ""whishi"": 3.584, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
